%time,field.data
1572619457124607295,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2020" A="106.6984" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394820</IPOC></Rob>

1572619457128386499,<Rob Type="KUKA"><RIst X="200.0010" Y="-5744.7925" Z="1901.2019" A="106.6983" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394824</IPOC></Rob>

1572619457132412943,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2018" A="106.6983" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394828</IPOC></Rob>

1572619457136397885,<Rob Type="KUKA"><RIst X="200.0010" Y="-5744.7925" Z="1901.2019" A="106.6983" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394832</IPOC></Rob>

1572619457140321748,<Rob Type="KUKA"><RIst X="200.0014" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394836</IPOC></Rob>

1572619457144632542,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2017" A="106.6984" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394840</IPOC></Rob>

1572619457148537748,<Rob Type="KUKA"><RIst X="200.0007" Y="-5744.7925" Z="1901.2020" A="106.6984" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394844</IPOC></Rob>

1572619457152175818,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2020" A="106.6983" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394848</IPOC></Rob>

1572619457156085199,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394852</IPOC></Rob>

1572619457160568351,<Rob Type="KUKA"><RIst X="200.0013" Y="-5744.7925" Z="1901.2020" A="106.6984" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394856</IPOC></Rob>

1572619457164488705,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394860</IPOC></Rob>

1572619457168305730,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394864</IPOC></Rob>

1572619457172109481,<Rob Type="KUKA"><RIst X="200.0013" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394868</IPOC></Rob>

1572619457176583106,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2021" A="106.6984" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394872</IPOC></Rob>

1572619457188112093,<Rob Type="KUKA"><RIst X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394876</IPOC></Rob>

1572619457188140271,<Rob Type="KUKA"><RIst X="200.0012" Y="-5744.7925" Z="1901.2019" A="106.6983" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394880</IPOC></Rob>

1572619457188150424,<Rob Type="KUKA"><RIst X="200.0010" Y="-5744.7925" Z="1901.2019" A="106.6983" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394884</IPOC></Rob>

1572619457192125595,<Rob Type="KUKA"><RIst X="200.0011" Y="-5744.7925" Z="1901.2018" A="106.6984" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394888</IPOC></Rob>

1572619457197457746,<Rob Type="KUKA"><RIst X="200.0011" Y="-5744.7925" Z="1901.2021" A="106.6984" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394892</IPOC></Rob>

1572619457200569861,<Rob Type="KUKA"><RIst X="200.0010" Y="-5744.7925" Z="1901.2020" A="106.6983" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394896</IPOC></Rob>

1572619457204222822,<Rob Type="KUKA"><RIst X="200.0010" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394900</IPOC></Rob>

1572619457209038665,<Rob Type="KUKA"><RIst X="200.0014" Y="-5744.7925" Z="1901.2018" A="106.6984" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394904</IPOC></Rob>

1572619457212154575,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2018" A="106.6984" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394908</IPOC></Rob>

1572619457216685811,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2018" A="106.6983" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394912</IPOC></Rob>

1572619457220316807,<Rob Type="KUKA"><RIst X="200.0010" Y="-5744.7925" Z="1901.2017" A="106.6984" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394916</IPOC></Rob>

1572619457224312389,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2018" A="106.6984" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394920</IPOC></Rob>

1572619457228278511,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2020" A="106.6984" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394924</IPOC></Rob>

1572619457232217710,<Rob Type="KUKA"><RIst X="200.0011" Y="-5744.7925" Z="1901.2018" A="106.6984" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394928</IPOC></Rob>

1572619457236305332,<Rob Type="KUKA"><RIst X="200.0011" Y="-5744.7925" Z="1901.2017" A="106.6984" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394932</IPOC></Rob>

1572619457240873539,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394936</IPOC></Rob>

1572619457244794058,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2017" A="106.6984" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394940</IPOC></Rob>

1572619457248450524,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2020" A="106.6983" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394944</IPOC></Rob>

1572619457252155963,<Rob Type="KUKA"><RIst X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394948</IPOC></Rob>

1572619457256191064,<Rob Type="KUKA"><RIst X="200.0012" Y="-5744.7925" Z="1901.2019" A="106.6983" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394952</IPOC></Rob>

1572619457260003954,<Rob Type="KUKA"><RIst X="200.0010" Y="-5744.7925" Z="1901.2018" A="106.6983" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394956</IPOC></Rob>

1572619457264329429,<Rob Type="KUKA"><RIst X="200.0009" Y="-5744.7925" Z="1901.2019" A="106.6983" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394960</IPOC></Rob>

1572619457268360468,<Rob Type="KUKA"><RIst X="200.0011" Y="-5744.7925" Z="1901.2020" A="106.6984" B="0.0001" C="-180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394964</IPOC></Rob>

1572619457273291837,<Rob Type="KUKA"><RIst X="200.0012" Y="-5744.7925" Z="1901.2020" A="106.6984" B="0.0001" C="180.0000"/><RSol X="200.0011" Y="-5744.7925" Z="1901.2019" A="106.6984" B="0.0001" C="180.0000"/><AIPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><ASPos A1="83.9740" A2="-64.7351" A3="90.3521" A4="0.0000" A5="64.3829" A6="10.6724"/><Delay D="0"/><IPOC>190394968</IPOC></Rob>

