%time,field.data
1573816364583778167,<Rob Type="KUKA"><RIst X="158.0092" Y="-5280.0146" Z="1910.0151" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834896</IPOC></Rob>

1573816364587191672,<Rob Type="KUKA"><RIst X="158.0092" Y="-5280.0146" Z="1910.0148" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834900</IPOC></Rob>

1573816364591204390,<Rob Type="KUKA"><RIst X="158.0088" Y="-5280.0151" Z="1910.0149" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834904</IPOC></Rob>

1573816364595927877,<Rob Type="KUKA"><RIst X="158.0087" Y="-5280.0146" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834908</IPOC></Rob>

1573816364599590110,<Rob Type="KUKA"><RIst X="158.0088" Y="-5280.0151" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834912</IPOC></Rob>

1573816364603360630,<Rob Type="KUKA"><RIst X="158.0088" Y="-5280.0151" Z="1910.0153" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834916</IPOC></Rob>

1573816364607163095,<Rob Type="KUKA"><RIst X="158.0088" Y="-5280.0151" Z="1910.0153" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834920</IPOC></Rob>

1573816364611485576,<Rob Type="KUKA"><RIst X="158.0089" Y="-5280.0146" Z="1910.0151" A="106.6986" B="-0.0001" C="-179.9999"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834924</IPOC></Rob>

1573816364615415752,<Rob Type="KUKA"><RIst X="158.0088" Y="-5280.0151" Z="1910.0151" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834928</IPOC></Rob>

1573816364619240881,<Rob Type="KUKA"><RIst X="158.0089" Y="-5280.0151" Z="1910.0151" A="106.6986" B="-0.0001" C="-179.9999"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834932</IPOC></Rob>

1573816364623054803,<Rob Type="KUKA"><RIst X="158.0090" Y="-5280.0151" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834936</IPOC></Rob>

1573816364627486784,<Rob Type="KUKA"><RIst X="158.0088" Y="-5280.0146" Z="1910.0153" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834940</IPOC></Rob>

1573816364631623723,<Rob Type="KUKA"><RIst X="158.0092" Y="-5280.0146" Z="1910.0151" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834944</IPOC></Rob>

1573816364635076818,<Rob Type="KUKA"><RIst X="158.0090" Y="-5280.0151" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834948</IPOC></Rob>

1573816364639588763,<Rob Type="KUKA"><RIst X="158.0089" Y="-5280.0146" Z="1910.0149" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834952</IPOC></Rob>

1573816364643709064,<Rob Type="KUKA"><RIst X="158.0085" Y="-5280.0151" Z="1910.0151" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834956</IPOC></Rob>

1573816364647588393,<Rob Type="KUKA"><RIst X="158.0088" Y="-5280.0146" Z="1910.0151" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834960</IPOC></Rob>

1573816364651418866,<Rob Type="KUKA"><RIst X="158.0087" Y="-5280.0151" Z="1910.0149" A="106.6986" B="-0.0001" C="-179.9999"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834964</IPOC></Rob>

1573816364655343548,<Rob Type="KUKA"><RIst X="158.0085" Y="-5280.0146" Z="1910.0149" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834968</IPOC></Rob>

1573816364659662415,<Rob Type="KUKA"><RIst X="158.0092" Y="-5280.0151" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834972</IPOC></Rob>

1573816364663432252,<Rob Type="KUKA"><RIst X="158.0088" Y="-5280.0151" Z="1910.0153" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834976</IPOC></Rob>

1573816364667751007,<Rob Type="KUKA"><RIst X="158.0092" Y="-5280.0151" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834980</IPOC></Rob>

1573816364671460418,<Rob Type="KUKA"><RIst X="158.0092" Y="-5280.0151" Z="1910.0151" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834984</IPOC></Rob>

1573816364675236721,<Rob Type="KUKA"><RIst X="158.0087" Y="-5280.0146" Z="1910.0148" A="106.6986" B="-0.0002" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834988</IPOC></Rob>

1573816364680124948,<Rob Type="KUKA"><RIst X="158.0092" Y="-5280.0146" Z="1910.0149" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834992</IPOC></Rob>

1573816364683093620,<Rob Type="KUKA"><RIst X="158.0087" Y="-5280.0146" Z="1910.0148" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356834996</IPOC></Rob>

1573816364687021224,<Rob Type="KUKA"><RIst X="158.0092" Y="-5280.0151" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835000</IPOC></Rob>

1573816364691768226,<Rob Type="KUKA"><RIst X="158.0085" Y="-5280.0146" Z="1910.0148" A="106.6986" B="-0.0002" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835004</IPOC></Rob>

1573816364695486170,<Rob Type="KUKA"><RIst X="158.0090" Y="-5280.0151" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835008</IPOC></Rob>

1573816364699532434,<Rob Type="KUKA"><RIst X="158.0085" Y="-5280.0146" Z="1910.0151" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835012</IPOC></Rob>

1573816364703293537,<Rob Type="KUKA"><RIst X="158.0092" Y="-5280.0151" Z="1910.0148" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835016</IPOC></Rob>

1573816364707664718,<Rob Type="KUKA"><RIst X="158.0089" Y="-5280.0151" Z="1910.0149" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835020</IPOC></Rob>

1573816364711616630,<Rob Type="KUKA"><RIst X="158.0090" Y="-5280.0151" Z="1910.0151" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835024</IPOC></Rob>

1573816364715721506,<Rob Type="KUKA"><RIst X="158.0088" Y="-5280.0151" Z="1910.0151" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835028</IPOC></Rob>

1573816364719280553,<Rob Type="KUKA"><RIst X="158.0088" Y="-5280.0146" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835032</IPOC></Rob>

1573816364727851810,<Rob Type="KUKA"><RIst X="158.0088" Y="-5280.0151" Z="1910.0149" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835040</IPOC></Rob>

1573816364731608644,<Rob Type="KUKA"><RIst X="158.0092" Y="-5280.0151" Z="1910.0153" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835044</IPOC></Rob>

1573816364735261869,<Rob Type="KUKA"><RIst X="158.0086" Y="-5280.0146" Z="1910.0148" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835048</IPOC></Rob>

1573816364739151693,<Rob Type="KUKA"><RIst X="158.0092" Y="-5280.0151" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835052</IPOC></Rob>

1573816364743804813,<Rob Type="KUKA"><RIst X="158.0086" Y="-5280.0151" Z="1910.0146" A="106.6986" B="-0.0002" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835056</IPOC></Rob>

1573816364747485511,<Rob Type="KUKA"><RIst X="158.0090" Y="-5280.0151" Z="1910.0149" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835060</IPOC></Rob>

1573816364751366819,<Rob Type="KUKA"><RIst X="158.0090" Y="-5280.0151" Z="1910.0149" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835064</IPOC></Rob>

1573816364756547669,<Rob Type="KUKA"><RIst X="158.0089" Y="-5280.0151" Z="1910.0149" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835068</IPOC></Rob>

1573816364759550749,<Rob Type="KUKA"><RIst X="158.0092" Y="-5280.0151" Z="1910.0151" A="106.6986" B="-0.0001" C="-180.0000"/><RSol X="158.0089" Y="-5280.0149" Z="1910.0150" A="106.6986" B="-0.0001" C="-180.0000"/><AIPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><ASPos A1="85.1614" A2="-66.3472" A3="92.2113" A4="0.0001" A5="64.1361" A6="11.8600"/><Delay D="0"/><IPOC>356835072</IPOC></Rob>

